frame,Chest_x,Chest_y,Chest_conf,Nose_x,Nose_y,Nose_conf,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.5666527032852173,0.3533749050564235,0.9978694915771484,0.5666527032852173,0.22009552682624212,0.9978694915771484,0.4778433799743652,0.3505918714735243,0.9995073080062866,0.6554620265960693,0.3561579386393229,0.9978694915771484,0.4080198287963867,0.5800634172227648,0.9977631568908693,0.6976700305938721,0.5663013034396701,0.9754856824874878
1,0.5677509069442749,0.3548044840494792,0.9978927969932556,0.5677509069442749,0.21969559916927667,0.9978927969932556,0.4777291774749755,0.3517779880099826,0.9994882345199584,0.6577726364135742,0.3578309800889757,0.9978927969932556,0.4010463714599609,0.5716423034667969,0.9977725148200988,0.7061872005462646,0.5630916171603733,0.9741981625556946
2,0.5677248001098633,0.3552449332343207,0.997866988182068,0.5677248001098633,0.2197450913923259,0.997866988182068,0.4774680137634277,0.3515294816758897,0.9995070695877076,0.6579815864562988,0.3589603847927517,0.997866988182068,0.3963387012481689,0.5635307312011719,0.997972309589386,0.7123511791229248,0.5512747870551216,0.97474867105484
3,0.569074535369873,0.3563392215304903,0.9977165460586548,0.569074535369873,0.21876879274567096,0.9977165460586548,0.4775079250335693,0.3511484781901041,0.9994650483131408,0.6606411457061767,0.3615299648708767,0.9977165460586548,0.3885091304779052,0.5541231367323134,0.9979709982872008,0.7189730644226074,0.5543867323133681,0.9734985828399658
4,0.5698038339614868,0.3573872460259331,0.9976146221160888,0.5698038339614868,0.21692276301637306,0.9976146221160888,0.4763423442840576,0.3515597873263889,0.9993267059326172,0.663265323638916,0.3632147047254774,0.9976146221160888,0.3785569190979004,0.5447378794352213,0.9974798560142516,0.7286581039428711,0.5557542165120443,0.9745104908943176
5,0.5695713758468628,0.3561905966864691,0.9977138042449952,0.5695713758468628,0.21491349677440316,0.9977138042449952,0.4755653381347656,0.3503915574815538,0.999369204044342,0.6635774135589599,0.3619896358913845,0.9977138042449952,0.3722842216491699,0.5331599765353733,0.9975283741950988,0.7349637031555176,0.5453210194905599,0.9764770865440368
6,0.5690740585327149,0.353979131910536,0.9977394342422484,0.5690740585327149,0.21117678669447035,0.9977394342422484,0.4740563869476318,0.3480647616916232,0.9994435906410216,0.6640917301177979,0.3598935021294487,0.9977394342422484,0.3612434148788452,0.5168727450900608,0.997780740261078,0.7442205905914306,0.5304206000434027,0.9766979813575744
7,0.5707616329193115,0.3508131663004556,0.99794203042984,0.5707616329193115,0.20508177614411305,0.99794203042984,0.4738505840301513,0.3439430236816406,0.9994162321090698,0.6676726818084717,0.3576833089192708,0.99794203042984,0.358735466003418,0.493678241305881,0.997655987739563,0.7507967948913574,0.5154398600260417,0.9738444089889526
8,0.5702441453933715,0.349631839328342,0.9980879426002502,0.5702441453933715,0.20060103718036185,0.9980879426002502,0.4710860729217529,0.3433974372016059,0.9994325041770936,0.6694022178649902,0.3558662414550781,0.9980879426002502,0.3449374914169311,0.4861008538140191,0.9976757168769836,0.7601036071777344,0.5147357940673828,0.971590220928192
9,0.5708599805831909,0.3463772667778863,0.9987813830375672,0.5708599805831909,0.1899701482364013,0.9987813830375672,0.4667085170745849,0.3413772583007812,0.999415159225464,0.6750114440917969,0.3513772752549913,0.9987813830375672,0.3418713331222534,0.4682172563340929,0.997052788734436,0.768988037109375,0.4901870727539062,0.979512631893158
