frame,Chest_x,Chest_y,Chest_conf,Nose_x,Nose_y,Nose_conf,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.5584858894348145,0.3253883785671657,0.996649444103241,0.5584858894348145,0.2135721573001557,0.996649444103241,0.4839423179626465,0.3256814320882161,0.9970692992210388,0.6330294609069824,0.3250953250461154,0.996649444103241,0.4499408721923828,0.545357174343533,0.9938602447509766,0.6585355758666992,0.535089111328125,0.9774462580680848
1,0.5584160089492798,0.3260979546440972,0.996733546257019,0.5584160089492798,0.2136641701735275,0.996733546257019,0.4834618091583252,0.3265962812635634,0.9972407817840576,0.6333702087402344,0.325599628024631,0.996733546257019,0.449373197555542,0.5469735463460287,0.9941561222076416,0.6587831497192382,0.5365453084309896,0.977850377559662
2,0.5581272125244141,0.327511872185601,0.9967836141586304,0.5581272125244141,0.21352712857526537,0.9967836141586304,0.482137393951416,0.3275518205430772,0.9975566864013672,0.6341170310974121,0.327471923828125,0.9967836141586304,0.4479781150817871,0.5502919514973958,0.9943349361419678,0.6589526176452637,0.5410388522677951,0.9770499467849731
3,0.5579551458358765,0.3280406528049044,0.9969231486320496,0.5579551458358765,0.21373402322374885,0.9969231486320496,0.4817510604858398,0.3278149074978299,0.9977957010269164,0.6341592311859131,0.3282663981119791,0.9969231486320496,0.4467084407806396,0.5490034315321181,0.9949712753295898,0.6598733425140381,0.5434643215603299,0.9765076637268066
4,0.5590617656707764,0.3316939883761935,0.996957778930664,0.5590617656707764,0.21507338128368506,0.996957778930664,0.4813159465789794,0.3312527126736111,0.9978329539299012,0.6368075847625733,0.332135264078776,0.996957778930664,0.444793701171875,0.5587989807128906,0.9944955706596376,0.6618824481964112,0.5517007191975911,0.976815938949585
5,0.5596167802810669,0.3349845886230469,0.9971787929534912,0.5596167802810669,0.21761502962697457,0.9971787929534912,0.4813721179962158,0.3344672309027778,0.9979835748672484,0.6378614425659179,0.335501946343316,0.9971787929534912,0.4439942359924316,0.5620400746663411,0.9944901466369628,0.6638245105743408,0.5536002688937717,0.9774872660636902
6,0.5605067014694214,0.3385034349229601,0.9971357583999634,0.5605067014694214,0.21976786418283617,0.9971357583999634,0.4813528537750244,0.3392151302761502,0.9981990456581116,0.6396605491638183,0.33779173956977,0.9971357583999634,0.4398128032684326,0.5690557691786025,0.9947291016578674,0.6677332878112793,0.5583421919080946,0.9786059260368348
7,0.5610589027404784,0.3397946463690863,0.9970346689224244,0.5610589027404784,0.2194231828985726,0.9970346689224244,0.4808113098144531,0.3398836771647135,0.9982349872589112,0.6413064956665039,0.3397056155734592,0.9970346689224244,0.437684154510498,0.5718690236409505,0.9949668049812316,0.6701591968536377,0.5608557383219401,0.9794173836708068
8,0.5626104116439818,0.3421631283230252,0.9973978996276855,0.5626104116439818,0.22047269019757398,0.9973978996276855,0.4814850807189941,0.3416492038302951,0.9985103011131288,0.6437357425689697,0.3426770528157552,0.9973978996276855,0.433445930480957,0.570977528889974,0.995398223400116,0.6753446578979492,0.5627340528700087,0.9794002175331116
9,0.5625577688217163,0.3442307154337565,0.997422695159912,0.5625577688217163,0.22232799396505623,0.997422695159912,0.4812922954559326,0.3435315450032552,0.9986428618431092,0.6438232421875,0.3449298858642578,0.997422695159912,0.4305904388427734,0.5686640421549479,0.995547652244568,0.679063081741333,0.5634080251057942,0.9781939387321472
10,0.5633277177810668,0.3466953065660264,0.997521698474884,0.5633277177810668,0.22343727291275162,0.997521698474884,0.4811602592468261,0.3458292643229166,0.9988040924072266,0.6454951763153076,0.3475613488091363,0.997521698474884,0.4249519824981689,0.5703426361083984,0.9957826137542723,0.683438491821289,0.5624565124511719,0.9788561463356018
11,0.5632688999176025,0.3485692130194769,0.9974964261054992,0.5632688999176025,0.22378476960314678,0.9974964261054992,0.4800951957702636,0.3469415452745226,0.9988980293273926,0.6464426040649414,0.3501968807644314,0.9974964261054992,0.4203712463378906,0.5673529730902778,0.9956439733505248,0.6869893074035645,0.5650876786973741,0.9763641953468324
12,0.5643573284149169,0.3502182642618815,0.9973090887069702,0.5643573284149169,0.2233010824801014,0.9973090887069702,0.4797762870788574,0.3479498545328776,0.9989888072013856,0.6489383697509765,0.3524866739908854,0.9973090887069702,0.4133782863616943,0.5747046152750651,0.9958235025405884,0.6933218955993652,0.5661418914794922,0.9704039096832277
13,0.5647825956344604,0.3498597039116753,0.9974119067192078,0.5647825956344604,0.22233368125168634,0.9974119067192078,0.4797951221466064,0.3476060655381944,0.99912029504776,0.6497700691223145,0.3521133422851562,0.9974119067192078,0.4088014602661133,0.5671966976589626,0.996584177017212,0.698542308807373,0.5600709703233507,0.9721821546554564
14,0.5654051780700683,0.3502463658650716,0.997147023677826,0.5654051780700683,0.22186390038035905,0.997147023677826,0.4798320293426513,0.3486354404025608,0.9992278814315796,0.6509783267974854,0.3518572913275825,0.997147023677826,0.4032907485961914,0.5650770823160808,0.9971033930778505,0.7026284217834473,0.5537462022569445,0.9697163701057434
15,0.566251540184021,0.350516637166341,0.9972930550575256,0.566251540184021,0.22152203443400675,0.9972930550575256,0.4803183078765869,0.3472210778130425,0.9992807507514954,0.6521847724914551,0.3538121965196397,0.9972930550575256,0.3979248762130737,0.560883543226454,0.997538924217224,0.7103826522827148,0.5516466352674696,0.9725654125213624
16,0.5671022415161133,0.3515319188435872,0.9972857236862184,0.5671022415161133,0.2196520012191976,0.9972857236862184,0.4793105125427246,0.3467854393853081,0.99923837184906,0.6548939704895019,0.3562783983018663,0.9972857236862184,0.3921066761016846,0.5556658850775824,0.9974583983421326,0.7145804405212403,0.5546702067057292,0.9718621969223022
17,0.5669516086578369,0.3518799675835503,0.9971113204956056,0.5669516086578369,0.21888714626978384,0.9971113204956056,0.4783703327178955,0.3481001959906684,0.9992056488990784,0.6555328845977784,0.3556597391764323,0.9971113204956056,0.3821520328521728,0.5479142506917317,0.9971904158592224,0.722060251235962,0.5447006225585938,0.973887026309967
18,0.5673240423202515,0.35328614976671,0.9978140592575072,0.5673240423202515,0.21423446008343366,0.9978140592575072,0.4747442245483398,0.3485452440049913,0.9992340803146362,0.6599038600921631,0.3580270555284288,0.9978140592575072,0.3757164478302002,0.5423336029052734,0.99737811088562,0.7290174961090088,0.5498954349093967,0.9780256152153016
19,0.5680484056472779,0.3527020984225802,0.9978836178779602,0.5680484056472779,0.2125504601134824,0.9978836178779602,0.4746723175048828,0.349400880601671,0.9992665648460388,0.6614244937896728,0.3560033162434896,0.9978836178779602,0.3680470943450927,0.5230461120605469,0.9975025057792664,0.7342473983764648,0.5361040751139323,0.9787978529930116
20,0.5683873414993286,0.3511131074693467,0.9978854060173036,0.5683873414993286,0.2100841839199047,0.9978854060173036,0.4744153976440429,0.3481299506293402,0.9992401599884032,0.6623592853546143,0.3540962643093533,0.9978854060173036,0.3653745889663696,0.5117373996310763,0.9973989725112916,0.7393135070800781,0.5276902516682943,0.9792696833610536
