frame,Chest_x,Chest_y,Chest_conf,Nose_x,Nose_y,Nose_conf,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.5188318252563477,0.3832399792141384,0.9189642667770386,0.5188318252563477,0.31518058951511446,0.9189642667770386,0.5342469692230225,0.4259140438503689,0.9993647933006288,0.5034166812896729,0.3405659145779079,0.9189642667770386,0.5419499397277832,0.6812556796603733,0.9969456791877748,0.5098633289337158,0.5588625166151259,0.0769767761230468
1,0.5200845003128052,0.3817794799804687,0.9140745997428894,0.5200845003128052,0.31141474249611,0.9140745997428894,0.5373478412628174,0.425397237141927,0.9994189739227296,0.5028211593627929,0.3381617228190104,0.9140745997428894,0.5428115367889405,0.6822611490885416,0.9973914623260498,0.5075387477874755,0.5396203782823351,0.0735887438058853
2,0.5204939842224121,0.3799518161349826,0.9135500192642212,0.5204939842224121,0.30854737585074266,0.9135500192642212,0.5397990226745606,0.4234645419650608,0.9993365406990052,0.5011889457702636,0.3364390903049045,0.9135500192642212,0.5424394130706787,0.6834928724500868,0.9972546696662904,0.503111743927002,0.5232992808024088,0.0775498449802398
3,0.5219608783721924,0.379717042711046,0.9147002696990968,0.5219608783721924,0.3112307486992382,0.9147002696990968,0.5429210662841797,0.4202791002061632,0.9993125200271606,0.5010006904602051,0.3391549852159288,0.9147002696990968,0.5423757553100585,0.679004160563151,0.9969800114631652,0.5032682895660401,0.5277925279405382,0.0731516927480697
4,0.5230939865112305,0.3754652023315429,0.9117760062217712,0.5230939865112305,0.30750559365954183,0.9117760062217712,0.545322322845459,0.4149439493815104,0.9991469383239746,0.5008656501770019,0.3359864552815755,0.9117760062217712,0.5419068813323975,0.6710408528645834,0.9965914487838744,0.5031328201293945,0.4933765835232205,0.0647834464907646
5,0.5230740547180175,0.3744962056477864,0.9077128171920776,0.5230740547180175,0.31074152667301647,0.9077128171920776,0.5475143909454345,0.4092695448133681,0.9992246627807616,0.4986337184906005,0.3397228664822048,0.9077128171920776,0.541379737854004,0.6623069763183593,0.9972774386405944,0.5012047767639161,0.5417807261149089,0.0768792405724525
6,0.5253858327865601,0.3690473556518554,0.9027942419052124,0.5253858327865601,0.30696190707517823,0.9027942419052124,0.5489152908325196,0.4030991024441189,0.9992263317108154,0.5018563747406006,0.334995608859592,0.9027942419052124,0.540934419631958,0.6513397640652127,0.9975588321685792,0.5007904052734375,0.5333323160807292,0.0873849913477897
7,0.5260304927825927,0.3669627931382921,0.9085754156112672,0.5260304927825927,0.3072326460732681,0.9085754156112672,0.550934886932373,0.3980338626437717,0.9991335272789,0.5011260986328125,0.3358917236328125,0.9085754156112672,0.5382950782775879,0.6383755154079861,0.997198224067688,0.4978752136230469,0.5463734096950955,0.1052151396870613
8,0.527790904045105,0.362329716152615,0.9104284644126892,0.527790904045105,0.3027806439242625,0.9104284644126892,0.5530913829803467,0.3929226345486111,0.9988970756530762,0.5024904251098633,0.3317367977566189,0.9104284644126892,0.5354671478271484,0.6251163906521268,0.9969304203987122,0.4944826126098632,0.4937928517659505,0.1229998022317886
9,0.5281503438949584,0.3612184736463758,0.9271746277809144,0.5281503438949584,0.30341967983749496,0.9271746277809144,0.5517556190490722,0.3916741265190972,0.9988586902618408,0.5045450687408447,0.3307628207736545,0.9271746277809144,0.5312183380126954,0.6074943118625217,0.9965919256210328,0.4916613578796386,0.4997756534152561,0.1393377035856247
10,0.5328235387802125,0.3526583247714572,0.9065228700637816,0.5328235387802125,0.29167206743041485,0.9065228700637816,0.551655912399292,0.3886912875705295,0.9985957741737366,0.5139911651611329,0.316625361972385,0.9065228700637816,0.527367639541626,0.6019334157307943,0.9951270818710328,0.5041305541992187,0.3845035129123264,0.3328176140785217
11,0.5359831333160401,0.3466395484076605,0.9202211499214172,0.5359831333160401,0.2917412160982394,0.9202211499214172,0.5508373737335205,0.3800884670681423,0.9988359808921814,0.5211288928985596,0.3131906297471788,0.9202211499214172,0.5341093063354492,0.5628179762098524,0.9955295920372008,0.5040598392486573,0.358727052476671,0.4045898020267486
12,0.5297771930694579,0.3528502570258246,0.9599588513374328,0.5297771930694579,0.3016563006313686,0.9599588513374328,0.5552260398864746,0.3755915323893229,0.9986080527305604,0.5043283462524414,0.3301089816623264,0.9599588513374328,0.5274901390075684,0.5253910488552518,0.9926546812057496,0.482286262512207,0.5171078152126736,0.3937530517578125
13,0.5293153524398804,0.3567845026652018,0.975770115852356,0.5293153524398804,0.3079865809670708,0.975770115852356,0.5583640575408936,0.3714303334554036,0.9983806610107422,0.5002666473388672,0.342138671875,0.975770115852356,0.5246470928192138,0.4938895331488715,0.9888432025909424,0.4807343959808349,0.5331460740831163,0.5570099353790283
14,0.5300230264663697,0.3553494135538737,0.9763662815093994,0.5300230264663697,0.3140834135447392,0.9763662815093994,0.5508578777313232,0.3733145395914714,0.997250497341156,0.509188175201416,0.337384287516276,0.9763662815093994,0.4740659713745117,0.4818456437852647,0.9536877870559692,0.48267822265625,0.5110219319661459,0.6357569098472595
15,0.5326732158660888,0.3542328728569878,0.9846400022506714,0.5326732158660888,0.3143261340481539,0.9846400022506714,0.5339064598083496,0.3808087666829427,0.9972495436668396,0.5314399719238281,0.3276569790310329,0.9846400022506714,0.4608117580413818,0.5138814714219835,0.9202306270599364,0.4680569171905517,0.4536977132161458,0.787587583065033
16,0.5332745790481568,0.3562832726372613,0.9755634665489196,0.5332745790481568,0.32106882384699853,0.9755634665489196,0.5388254642486572,0.3790938907199436,0.9973185658454896,0.5277236938476563,0.333472654554579,0.9755634665489196,0.4677962779998779,0.4573027716742621,0.925231635570526,0.4643776893615722,0.4425399780273437,0.5320777893066406
17,0.5339568614959718,0.3509214189317491,0.963527500629425,0.5339568614959718,0.3205221125727223,0.963527500629425,0.5434576511383057,0.3688226487901476,0.9975221753120422,0.5244560718536377,0.3330201890733507,0.963527500629425,0.4936222553253174,0.4288861592610677,0.9576705694198608,0.4770256042480468,0.4362720913357205,0.3559457063674927
